group_key,group_size,id,alloy,cycle1_holdingtemp_degc,cycle1_holdingtime_min,article_url,original_image,ai_cleaned_image,augumented_data,c,mn,si,cr,p,s,mo,cu,ni,al,nb,v,ti,ti_nb_v,b,ce_la,fe,pixel_size,heat_treatment_type,num_cycles,cycle0_rolling,cycle0_rtemp,cycle0_rpercentage,cycle1_hrate_degc_min,cycle1_crate_degc_s,cycle1_rolling,cycle1_rtemp,cycle1_rpercentage,cycle1_qtype,cycle1_qtemp,cycle1_qtime_min,cycle2_hrate_degc_min,cycle2_holdingtemp_degc,cycle2_holdingtime_min,cycle2_crate_degc_s,cycle2_rolling,cycle2_rtemp_degc,cycle2_rpercentage,cycle2_qtype,cycle2_qtemp_degc,cycle2_qtime_min,cycle3_hrate_degc_min,cycle3_holdingtemp_degc,cycle3_holdingtime_min,cycle3_crate_degc_s,cycle3_rolling,cycle3_rtemp,cycle3_rpercentage,cycle3_qtype,cycle3_qtemp,cycle3_qtime,cycle4_hrate_degc_min,cycle4_holdingtemp_degc,cycle4_holdingtime_min,cycle4_crate_degc_s,cycle4_rolling,cycle4_rtemp,cycle4_rpercentage,cycle4_qtype,cycle4_qtemp,cycle4_qtime
DP980 GA__830.0__30.0,5,14_5_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP980 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1GBnc6tIRbtTRTCfY9lZK4V7q4ju5Vcaz,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__30.0,5,14_5_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP980 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1P1ZIPCggEoKMamrQYjugP8842EfdOsp3,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__30.0,5,14_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP600 GI,830.0,30.0,,,,https://drive.google.com/drive/folders/1rM2eRknlrRjTWDC1h7Ae-5CSpT9H3kFR,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__30.0,5,14_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP600 GI,830.0,30.0,,,,https://drive.google.com/drive/folders/12Pin4lBBYZdZ8Y_5y1XVeYtxWZpl1aqB,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__30.0,5,14_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP600 GI,830.0,30.0,,,,https://drive.google.com/drive/folders/1vV_OddF7LzHpQSE38Hfm7HwYFQvABfX4,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__30.0,5,14_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP600 GI,830.0,30.0,,,,https://drive.google.com/drive/folders/1iTv5jiH6p8AbXBQKkxt5hlKwVsUd27k0,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__30.0,5,14_9_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP600 GI,830.0,30.0,,,,https://drive.google.com/drive/folders/1oFDwqpmPkJHhL8Xjjjf86-AR7l3e82dI,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__30.0,5,14_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP780 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1M3hLLSqqVvfWPFXDLQW76_jfh7l0xc1h,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__30.0,5,14_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP780 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1dDbIrbzvthWrJ70shxghewn9zDRAgBuW,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__30.0,5,14_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP780 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1bJUxr5eoX7iwkPLj0jah5fuCi3Vvs_lY,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__30.0,5,14_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP780 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1Jw0dZADiwaFD_rFXKqvun1Szfl4eJ1ML,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__30.0,5,14_4_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP780 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1rZduLzLLLkSxg6K6l44I0DA7cINoH1nn,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__30.0,5,14_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP590 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/10wkxDaOAaNVp0V3KB0EN2IqSeM3l1Lcj,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__30.0,5,14_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP590 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1yxcaT-edNwt5Q_B-bEzVnJkkS0yuYkt8,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__30.0,5,14_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP590 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1J5jOj-WuOCQDZw-djWk3xfv8NozG7IB0,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__30.0,5,14_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP590 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1tkXqv8nnnVdflyu7WZKe3Bk5tvfdTiM4,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__30.0,5,14_2_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP590 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1rDAynkZMom1xNcnMx5FkL40YyFxTd6jM,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__30.0,5,14_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_5,DP1180 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1HOOOM5ok0Q90xjob_8YgLX3hy-oPUvr3,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__30.0,5,14_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_4,DP1180 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/1KvODhnM3nV00kc6rDYEqIxNTCthMc5M7,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__30.0,5,14_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_3,DP1180 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/15Hq5f5hb2yN-ddXloMA3ZPFtHnzsfwle,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__30.0,5,14_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP1180 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/16vLK7pGxOCSbSQ_4miiZyhqLUAY1chdO,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__30.0,5,14_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP1180 GA,830.0,30.0,,,,https://drive.google.com/drive/folders/133nGEM1c3UU7bg0NtLIIVDTLZaw4_2-q,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__10.0,5,4_9_sample_image_04_28_18_27_5,DP600 GI,830.0,10.0,,,,https://drive.google.com/drive/folders/1DVk0C_qGAblqGC3ZABHgf_LHFBZCpiUz,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__10.0,5,4_9_sample_image_04_28_18_26_4,DP600 GI,830.0,10.0,,,,https://drive.google.com/drive/folders/1el2ZJnqW6_6RyK5LtjkzZZTP4snhof9R,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__10.0,5,4_9_sample_image_04_28_18_24_3,DP600 GI,830.0,10.0,,,,https://drive.google.com/drive/folders/1sZMMJhlMaSwGXAQnNW0a6Sw8anIOlEsN,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__10.0,5,4_9_sample_image_04_28_18_23_2,DP600 GI,830.0,10.0,,,,https://drive.google.com/drive/folders/1UEVH5nRj9TX4SAeQVvctSsBeiqWoU6Oa,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__830.0__10.0,5,4_9_sample_image_04_28_18_20_1,DP600 GI,830.0,10.0,,,,https://drive.google.com/drive/folders/1cUaE-zT3rXU2jMY98ziL0HgMKRvQX0vs,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__10.0,5,4_3_15kv_bsd_full_125µm_4200x_before_heat_04_29_2026_0_10pa_5,DP1180 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1acey4oXriQA-lFPRbQF0Eqtt3afgG6JY,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__10.0,5,4_3_15kv_bsd_full_125µm_4200x_before_heat_04_29_2026_0_10pa_4,DP1180 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1WLhX3odKkyHKC3aN1UyULZ5rF6KcVI1P,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__10.0,5,4_3_15kv_bsd_full_125µm_4200x_before_heat_04_29_2026_0_10pa_3,DP1180 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/15k69Nudbp3RKJt7kLVJCURVCkx32eF7f,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__10.0,5,4_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_2,DP1180 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1c6wboJBlyjMrAZsWAqwoRgIigEd_SfcV,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP1180 GA__830.0__10.0,5,4_3_15kv_bsd_full_130µm_4000x_before_heat_04_29_2026_0_10pa_1,DP1180 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/13r2RX9NNdLGS-WXuJCUFahrfY7UJyvS4,0.114,2.61,0.43,0.02,0.007,0.003,,,,0.018,,,,,,,96.798,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__10.0,5,4_5_sample_image_04_28_18_18_5,DP980 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1XvGJtkcqrapgiOwSK5eMJOTA37z9NkxN,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__10.0,5,4_5_sample_image_04_28_18_17_4,DP980 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1ziB5lwsph__ddphKqkqDwZ9ua7s0lE2Q,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__10.0,5,4_5_sample_image_04_28_18_15_3,DP980 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1PuoAALWBZ14qC55hHOTZqIh0igAeDVn1,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__10.0,5,4_5_sample_image_04_28_18_14_2,DP980 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1e5FxhD9DG6HP2nzoZwmia9lroVFw7Mry,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__830.0__10.0,5,4_5_sample_image_04_28_18_13_1,DP980 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1QR84CGLjaPhbjswc8zaZjwXKMOACUUwK,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__10.0,5,4_4_sample_image_04_28_18_09_5,DP780 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/19kqfHWDIwECz-9VqOfXQxols9kyZafVq,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__10.0,5,4_4_sample_image_04_28_18_07_4,DP780 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1rKO1lGkEE3dv2LqtP0uLfBHVxTq7XEvo,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__10.0,5,4_4_sample_image_04_28_18_05_3,DP780 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1l47ShoWNX_G3keuHoZHZnHX_uJlDQ2z2,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__10.0,5,4_4_sample_image_04_28_18_04_2,DP780 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1rRYS6aMEmTNHxsOICezbrxqgH6PKRbSA,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP780 GA__830.0__10.0,5,4_4_sample_image_04_28_18_01_1,DP780 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1qq4u2oMLl6wlDnVQCLeB643jp5OxgVky,0.086,2.2,0.46,0.41,0.007,0.002,,,,0.025,,,,,,,96.81,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__10.0,5,4_2_sample_image_04_28_17_58_5,DP590 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/14SdI9stwgwxwuNI1Mi0zHOf_rPD32Cpq,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__10.0,5,4_2_sample_image_04_28_17_56_4,DP590 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1z-Srm078gqoKbN3f_twjReObB_Lz81k0,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__10.0,5,4_2_sample_image_04_28_17_54_3,DP590 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1in9LVpH553ZesVjA9EoybEzyOCwwRf4T,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__10.0,5,4_2_sample_image_04_28_17_52_2,DP590 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/11jv42xhLkEhL0xaD8AwBnbJND4v0iLIA,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP590 GA__830.0__10.0,5,4_2_sample_image_04_28_17_50_1,DP590 GA,830.0,10.0,,,,https://drive.google.com/drive/folders/1_cnWPggk_IwZV0WbkLvIu0LqfSTyCZ3s,0.095,1.97,0.25,0.34,0.012,0.002,,,,0.042,,,,,,,97.289,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__20.0,6,7_9_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_6,DP600 GI,740.0,20.0,,,,https://drive.google.com/drive/folders/1SMfeqW4KjzdCYeQzcgXwyvbBnWs9_U-f,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__20.0,6,7_9_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_5,DP600 GI,740.0,20.0,,,,https://drive.google.com/drive/folders/1-ODtMHrMBNWOnzR1BcHh4XXpVBkOg1rP,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__20.0,6,7_9_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_4,DP600 GI,740.0,20.0,,,,https://drive.google.com/drive/folders/1WC_flDrvr9YJ_m5-f1jkyb_uVJYeNQKP,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__20.0,6,7_9_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_3,DP600 GI,740.0,20.0,,,,https://drive.google.com/drive/folders/18f7ovUPQ6gK2r6Y8ftgNSS_k7Gxi8fD8,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__20.0,6,7_9_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_2,DP600 GI,740.0,20.0,,,,https://drive.google.com/drive/folders/1WlZLGgmPfAHXibma5Jh3dc9wdpi9qHPL,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP600 GI__740.0__20.0,6,7_9_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_1,DP600 GI,740.0,20.0,,,,https://drive.google.com/drive/folders/1rt6_RLfE2Qb3B0mqFZ54oqOjcfEP0yFK,0.106,1.49,0.19,0.16,0.008,0.002,,,,0.033,,,,,,,98.011,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__20.0,6,7_5_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_6,DP980 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1BQlmCYB1asAwjzXYPsRr5Wf-TGXIQi_E,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__20.0,6,7_5_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_5,DP980 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1x5brJUQPHHuW3nJyREnz0YuJlJjseNqr,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__20.0,6,7_5_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_4,DP980 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1KOO1cz4yLFN5czcU_IhMKJWpW54AD8jL,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__20.0,6,7_5_15kv_bsd_full_129µm_4000x_sample_image_04_29_2026_0_10pa_3,DP980 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/140fXqsdrAgBb60AeRvmvIT5JRKunIB_8,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP980 GA__740.0__20.0,6,7_5_15kv_bsd_full_130µm_4000x_sample_image_04_29_2026_0_10pa_2,DP980 GA,740.0,20.0,,,,https://drive.google.com/drive/folders/1rt4uYBVz_CnZuqnNnlCM_zWG3I3jQfrz,0.091,2.47,0.47,0.02,0.01,0.002,,,,0.024,,,,,,,96.913,,Austenizing  → water quenching → tempering → water quenched ,1.0,,,,,,,,,water,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
